filename,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
text99,0.28067701,0.049365303,0.029619182,0.022566996,0.067700987,0.05077574,0.019746121,0.229901269,0.15796897,0.09167842
text589,0.279863481,0.051194539,0.075085324,0.023890785,0.208191126,0.054607509,0.075085324,0.061433447,0.064846416,0.105802048
text157,0.279693487,0.021072797,0.038314176,0.019157088,0.139846743,0.024904215,0.090038314,0.024904215,0.053639847,0.308429119
text301,0.277620397,0.135977337,0.025495751,0.254957507,0.033994334,0.016997167,0.079320113,0.050991501,0.045325779,0.079320113
text966,0.276397516,0.034161491,0.027950311,0.046583851,0.043478261,0.02173913,0.027950311,0.363354037,0.01552795,0.142857143
text929,0.272,0.06,0.072,0.124,0.112,0.044,0.048,0.04,0.04,0.188
text254,0.269121813,0.305949008,0.076487252,0.031161473,0.033994334,0.065155807,0.016997167,0.090651558,0.073654391,0.036827195
text404,0.268551237,0.049469965,0.038869258,0.028268551,0.176678445,0.021201413,0.067137809,0.137809187,0.028268551,0.183745583
text1161,0.267015707,0.157068063,0.094240838,0.036649215,0.078534031,0.041884817,0.167539267,0.041884817,0.073298429,0.041884817
text171,0.266304348,0.394021739,0.032608696,0.067934783,0.059782609,0.02173913,0.019021739,0.027173913,0.067934783,0.043478261
text781,0.265873016,0.027777778,0.075396825,0.027777778,0.222222222,0.087301587,0.055555556,0.03968254,0.150793651,0.047619048
text591,0.265780731,0.212624585,0.029900332,0.225913621,0.03654485,0.019933555,0.026578073,0.046511628,0.053156146,0.083056478
text169,0.265753425,0.232876712,0.079452055,0.052054795,0.123287671,0.038356164,0.02739726,0.060273973,0.04109589,0.079452055
text768,0.264264264,0.24024024,0.051051051,0.054054054,0.045045045,0.048048048,0.087087087,0.114114114,0.069069069,0.027027027
text652,0.263736264,0.021978022,0.03021978,0.252747253,0.016483516,0.016483516,0.027472527,0.041208791,0.03021978,0.299450549
text1364,0.261904762,0.019480519,0.019480519,0.019480519,0.075757576,0.034632035,0.023809524,0.439393939,0.028138528,0.077922078
text298,0.261437908,0.041394336,0.026143791,0.019607843,0.276688453,0.026143791,0.039215686,0.167755991,0.078431373,0.063180828
text116,0.260450161,0.045016077,0.019292605,0.231511254,0.125401929,0.041800643,0.019292605,0.045016077,0.022508039,0.189710611
text947,0.260233918,0.023391813,0.020467836,0.029239766,0.043859649,0.026315789,0.043859649,0.020467836,0.049707602,0.48245614
text320,0.259793814,0.226804124,0.035051546,0.070103093,0.053608247,0.022680412,0.088659794,0.121649485,0.07628866,0.045360825
text953,0.257961783,0.038216561,0.089171975,0.162420382,0.136942675,0.02866242,0.041401274,0.092356688,0.038216561,0.114649682
text1162,0.256809339,0.20233463,0.070038911,0.027237354,0.042801556,0.046692607,0.19844358,0.046692607,0.054474708,0.054474708
text967,0.253363229,0.051569507,0.015695067,0.19955157,0.024663677,0.031390135,0.038116592,0.047085202,0.024663677,0.313901345
text294,0.253275109,0.181222707,0.030567686,0.054585153,0.030567686,0.037117904,0.098253275,0.192139738,0.06768559,0.054585153
text198,0.249283668,0.260744986,0.037249284,0.088825215,0.054441261,0.045845272,0.054441261,0.083094556,0.083094556,0.042979943
text381,0.245989305,0.475935829,0.024064171,0.050802139,0.026737968,0.026737968,0.013368984,0.048128342,0.053475936,0.034759358
text516,0.245495495,0.056306306,0.02027027,0.117117117,0.128378378,0.018018018,0.128378378,0.015765766,0.033783784,0.236486486
text959,0.245318352,0.095505618,0.014981273,0.058052434,0.026217228,0.031835206,0.031835206,0.061797753,0.024344569,0.41011236
text1239,0.244186047,0.369186047,0.052325581,0.084302326,0.046511628,0.029069767,0.049418605,0.01744186,0.063953488,0.043604651
text62,0.242214533,0.211072664,0.031141869,0.027681661,0.027681661,0.076124567,0.204152249,0.089965398,0.065743945,0.024221453
text957,0.241457859,0.054669704,0.031890661,0.027334852,0.088838269,0.079726651,0.029612756,0.054669704,0.020501139,0.371298405
text234,0.239700375,0.337078652,0.048689139,0.041198502,0.097378277,0.033707865,0.041198502,0.033707865,0.052434457,0.074906367
text1171,0.238095238,0.047619048,0.038095238,0.171428571,0.042857143,0.038095238,0.042857143,0.042857143,0.042857143,0.295238095
text243,0.234375,0.046875,0.045454545,0.036931818,0.194602273,0.029829545,0.021306818,0.272727273,0.017045455,0.100852273
text151,0.233743409,0.026362039,0.061511424,0.014059754,0.196836555,0.098418278,0.066783831,0.16344464,0.052724077,0.086115993
text1319,0.232380952,0.045714286,0.051428571,0.04952381,0.100952381,0.019047619,0.066666667,0.045714286,0.017142857,0.371428571
text252,0.229299363,0.361464968,0.041401274,0.03343949,0.105095541,0.031847134,0.031847134,0.049363057,0.103503185,0.012738854
text140,0.228611501,0.012622721,0.037868163,0.01542777,0.430575035,0.089761571,0.023842917,0.071528752,0.049088359,0.040673212
text658,0.228571429,0.014285714,0.037142857,0.017142857,0.214285714,0.1,0.028571429,0.24,0.034285714,0.085714286
text453,0.227979275,0.051813472,0.069948187,0.064766839,0.323834197,0.132124352,0.028497409,0.031088083,0.03626943,0.033678756
text300,0.226600985,0.243842365,0.02955665,0.133004926,0.098522167,0.068965517,0.039408867,0.054187192,0.051724138,0.054187192
text869,0.226262626,0.226262626,0.022222222,0.028282828,0.050505051,0.03030303,0.292929293,0.058585859,0.038383838,0.026262626
text1193,0.22605364,0.04789272,0.021072797,0.143678161,0.289272031,0.028735632,0.022988506,0.045977011,0.042145594,0.132183908
text1148,0.225806452,0.102150538,0.037634409,0.198924731,0.069892473,0.043010753,0.048387097,0.032258065,0.059139785,0.182795699
text322,0.223140496,0.018595041,0.092975207,0.022727273,0.326446281,0.103305785,0.068181818,0.055785124,0.061983471,0.026859504
text311,0.222627737,0.03649635,0.379562044,0.032846715,0.087591241,0.054744526,0.047445255,0.054744526,0.02189781,0.062043796
text497,0.219594595,0.040540541,0.060810811,0.037162162,0.253378378,0.030405405,0.040540541,0.047297297,0.087837838,0.182432432
text757,0.219298246,0.043859649,0.061403509,0.061403509,0.087719298,0.087719298,0.043859649,0.245614035,0.061403509,0.087719298
text313,0.218829517,0.361323155,0.06870229,0.063613232,0.066157761,0.017811705,0.040712468,0.10178117,0.03307888,0.027989822
text1300,0.217021277,0.259574468,0.09787234,0.021276596,0.065957447,0.038297872,0.025531915,0.138297872,0.117021277,0.019148936
text550,0.211886305,0.031007752,0.03875969,0.041343669,0.051679587,0.051679587,0.023255814,0.090439276,0.036175711,0.42377261
text1191,0.211267606,0.018779343,0.049295775,0.018779343,0.319248826,0.223004695,0.037558685,0.021126761,0.063380282,0.037558685
text915,0.211096076,0.01623816,0.027063599,0.0135318,0.069012179,0.043301759,0.466847091,0.033829499,0.105548038,0.0135318
text570,0.20979021,0.038461538,0.031468531,0.136363636,0.129370629,0.073426573,0.076923077,0.024475524,0.041958042,0.237762238
text365,0.209125475,0.034220532,0.053231939,0.034220532,0.159695817,0.16730038,0.076045627,0.205323194,0.034220532,0.02661597
text147,0.20754717,0.025157233,0.022012579,0.028301887,0.050314465,0.050314465,0.031446541,0.512578616,0.053459119,0.018867925
text335,0.206956522,0.026086957,0.015652174,0.053913043,0.11826087,0.022608696,0.024347826,0.024347826,0.015652174,0.492173913
text694,0.206214689,0.036723164,0.398305085,0.048022599,0.084745763,0.056497175,0.016949153,0.050847458,0.06779661,0.033898305
text131,0.205816555,0.391498881,0.022371365,0.091722595,0.046979866,0.035794183,0.020134228,0.120805369,0.042505593,0.022371365
text937,0.205574913,0.442508711,0.038327526,0.020905923,0.017421603,0.059233449,0.069686411,0.059233449,0.066202091,0.020905923
text1019,0.205128205,0.502210433,0.019451813,0.018567639,0.060123784,0.068081344,0.015030946,0.069849691,0.024756852,0.016799293
text1334,0.204035874,0.040358744,0.042600897,0.042600897,0.087443946,0.096412556,0.316143498,0.069506726,0.076233184,0.024663677
text367,0.203571429,0.05,0.053571429,0.042857143,0.207142857,0.05,0.089285714,0.092857143,0.075,0.135714286
text729,0.202797203,0.034965035,0.052447552,0.020979021,0.311188811,0.13986014,0.059440559,0.048951049,0.055944056,0.073426573
text1027,0.202502844,0.131968146,0.030716724,0.025028441,0.034129693,0.014789534,0.025028441,0.345847554,0.054607509,0.135381115
text196,0.201909959,0.057298772,0.051841746,0.021828104,0.084583902,0.017735334,0.047748977,0.080491132,0.099590723,0.336971351
text210,0.201017812,0.335877863,0.038167939,0.053435115,0.050890585,0.03562341,0.015267176,0.083969466,0.094147583,0.091603053
text1064,0.200680272,0.068027211,0.027210884,0.017006803,0.06122449,0.040816327,0.445578231,0.078231293,0.020408163,0.040816327
text958,0.200626959,0.043887147,0.037617555,0.156739812,0.07523511,0.028213166,0.056426332,0.015673981,0.034482759,0.351097179
text291,0.199619772,0.142585551,0.051330798,0.019011407,0.144486692,0.070342205,0.117870722,0.074144487,0.146387833,0.034220532
text902,0.19941349,0.287390029,0.029325513,0.06744868,0.085043988,0.026392962,0.170087977,0.032258065,0.052785924,0.049853372
text562,0.199324324,0.023648649,0.077702703,0.195945946,0.195945946,0.030405405,0.027027027,0.027027027,0.043918919,0.179054054
text507,0.19858156,0.177304965,0.09929078,0.070921986,0.056737589,0.042553191,0.056737589,0.120567376,0.09929078,0.078014184
text1138,0.197994987,0.040100251,0.025062657,0.070175439,0.135338346,0.037593985,0.015037594,0.027568922,0.037593985,0.413533835
text36,0.197019868,0.033112583,0.021523179,0.033112583,0.052980132,0.043046358,0.039735099,0.029801325,0.062913907,0.486754967
text828,0.196022727,0.028409091,0.090909091,0.028409091,0.255681818,0.133522727,0.045454545,0.096590909,0.036931818,0.088068182
text1130,0.195571956,0.186346863,0.132841328,0.022140221,0.016605166,0.035055351,0.02398524,0.23800738,0.038745387,0.110701107
text346,0.195402299,0.290804598,0.056321839,0.017241379,0.182758621,0.043678161,0.029885057,0.016091954,0.145977011,0.02183908
text1120,0.194174757,0.025889968,0.025889968,0.038834951,0.035598706,0.01618123,0.061488673,0.035598706,0.035598706,0.530744337
text256,0.194139194,0.023809524,0.021978022,0.161172161,0.120879121,0.062271062,0.018315018,0.016483516,0.023809524,0.357142857
text826,0.193965517,0.181034483,0.033405172,0.036637931,0.100215517,0.043103448,0.226293103,0.088362069,0.064655172,0.032327586
text1302,0.19384058,0.206521739,0.052536232,0.018115942,0.077898551,0.039855072,0.123188406,0.139492754,0.052536232,0.096014493
text566,0.193693694,0.058558559,0.09009009,0.04954955,0.18018018,0.099099099,0.040540541,0.076576577,0.108108108,0.103603604
text1381,0.192622951,0.137704918,0.028688525,0.019672131,0.36557377,0.036885246,0.024590164,0.108196721,0.02295082,0.063114754
text1352,0.191489362,0.079027356,0.021276596,0.045592705,0.03343465,0.039513678,0.212765957,0.024316109,0.030395137,0.32218845
text6,0.191310976,0.046493902,0.09527439,0.016006098,0.432164634,0.037347561,0.017530488,0.054878049,0.023628049,0.085365854
text1324,0.190775681,0.037735849,0.020964361,0.299790356,0.153039832,0.052410901,0.012578616,0.023060797,0.100628931,0.109014675
text179,0.188679245,0.094339623,0.125786164,0.188679245,0.06918239,0.06918239,0.044025157,0.031446541,0.081761006,0.106918239
text1237,0.188299817,0.093235832,0.023765996,0.151736746,0.043875686,0.027422303,0.027422303,0.018281536,0.014625229,0.411334552
text272,0.186714542,0.014362657,0.016157989,0.078994614,0.052064632,0.02513465,0.023339318,0.016157989,0.023339318,0.563734291
text889,0.186700767,0.319693095,0.028132992,0.051150895,0.089514066,0.025575448,0.043478261,0.10741688,0.056265985,0.092071611
text485,0.185714286,0.218367347,0.026530612,0.087755102,0.040816327,0.024489796,0.320408163,0.016326531,0.028571429,0.051020408
text987,0.185185185,0.189300412,0.08436214,0.03909465,0.057613169,0.037037037,0.041152263,0.102880658,0.030864198,0.232510288
text662,0.185185185,0.083820663,0.025341131,0.033138402,0.142300195,0.037037037,0.04288499,0.313840156,0.04288499,0.093567251
text905,0.184584178,0.042596349,0.010141988,0.37525355,0.050709939,0.014198783,0.026369168,0.022312373,0.022312373,0.251521298
text111,0.183561644,0.02739726,0.057534247,0.02739726,0.095890411,0.084931507,0.024657534,0.093150685,0.35890411,0.046575342
text1048,0.183014354,0.046650718,0.0215311,0.008373206,0.238038278,0.016746411,0.295454545,0.118421053,0.031100478,0.040669856
text940,0.182758621,0.017241379,0.055172414,0.04137931,0.403448276,0.051724138,0.031034483,0.062068966,0.044827586,0.110344828
text184,0.182495345,0.039106145,0.037243948,0.014897579,0.091247672,0.026070764,0.029795158,0.067039106,0.040968343,0.47113594
text1263,0.182377049,0.543032787,0.028688525,0.036885246,0.016393443,0.038934426,0.032786885,0.030737705,0.038934426,0.051229508
text406,0.182336182,0.07977208,0.088319088,0.05982906,0.05982906,0.173789174,0.022792023,0.065527066,0.233618234,0.034188034
text1307,0.181996086,0.221135029,0.064579256,0.043052838,0.029354207,0.039138943,0.021526419,0.199608611,0.076320939,0.123287671
text167,0.18028169,0.287323944,0.084507042,0.045070423,0.149295775,0.01971831,0.112676056,0.053521127,0.025352113,0.042253521
text374,0.180232558,0.014534884,0.040697674,0.026162791,0.159883721,0.037790698,0.023255814,0.145348837,0.026162791,0.345930233
text187,0.18018018,0.256756757,0.04954955,0.081081081,0.045045045,0.072072072,0.166666667,0.040540541,0.058558559,0.04954955
text871,0.179640719,0.035928144,0.071856287,0.026946108,0.21257485,0.185628743,0.071856287,0.128742515,0.041916168,0.04491018
text1085,0.179551122,0.483790524,0.037406484,0.044887781,0.027431421,0.029925187,0.044887781,0.044887781,0.034912718,0.072319202
text1093,0.179310345,0.094252874,0.011494253,0.036781609,0.018390805,0.022988506,0.071264368,0.050574713,0.020689655,0.494252874
text883,0.179004038,0.31628533,0.01884253,0.01884253,0.242261104,0.01345895,0.068640646,0.053835801,0.049798116,0.039030956
text130,0.176646707,0.344311377,0.056886228,0.05988024,0.04491018,0.05988024,0.080838323,0.089820359,0.038922156,0.047904192
text1402,0.176470588,0.051470588,0.078431373,0.06372549,0.362745098,0.083333333,0.019607843,0.034313725,0.026960784,0.102941176
text177,0.17630854,0.027548209,0.035812672,0.168044077,0.330578512,0.024793388,0.035812672,0.022038567,0.05785124,0.121212121
text1296,0.175648703,0.02994012,0.03992016,0.023952096,0.035928144,0.021956088,0.02994012,0.125748503,0.035928144,0.481037924
text818,0.175257732,0.118556701,0.077319588,0.051546392,0.06185567,0.097938144,0.056701031,0.036082474,0.25257732,0.072164948
text909,0.174825175,0.041958042,0.097902098,0.048951049,0.041958042,0.041958042,0.174825175,0.195804196,0.083916084,0.097902098
text995,0.173913043,0.04589372,0.038647343,0.031400966,0.137681159,0.036231884,0.384057971,0.048309179,0.016908213,0.086956522
text310,0.173202614,0.044117647,0.022875817,0.550653595,0.057189542,0.019607843,0.02124183,0.011437908,0.027777778,0.071895425
text962,0.17302799,0.470737913,0.040712468,0.045801527,0.050890585,0.030534351,0.083969466,0.03562341,0.043256997,0.025445293
text296,0.172727273,0.442424242,0.06969697,0.060606061,0.084848485,0.039393939,0.033333333,0.033333333,0.027272727,0.036363636
text554,0.171428571,0.214285714,0.078571429,0.071428571,0.05,0.042857143,0.1,0.085714286,0.078571429,0.107142857
text1403,0.170731707,0.110864745,0.095343681,0.031042129,0.141906874,0.053215078,0.015521064,0.037694013,0.232815965,0.110864745
text1356,0.169435216,0.029900332,0.079734219,0.126245847,0.176079734,0.122923588,0.029900332,0.066445183,0.063122924,0.136212625
text95,0.169082126,0.096618357,0.072463768,0.057971014,0.082125604,0.06763285,0.072463768,0.096618357,0.241545894,0.043478261
text1313,0.168148747,0.03476152,0.015359741,0.015359741,0.158447858,0.019401778,0.025869038,0.276475344,0.022635408,0.263540825
text466,0.167741935,0.058064516,0.083870968,0.038709677,0.290322581,0.093548387,0.070967742,0.058064516,0.035483871,0.103225806
text956,0.16765286,0.035502959,0.035502959,0.051282051,0.195266272,0.023668639,0.072978304,0.039447732,0.031558185,0.347140039
text870,0.166666667,0.190196078,0.011764706,0.039215686,0.033333333,0.037254902,0.374509804,0.08627451,0.029411765,0.031372549
text960,0.166666667,0.023809524,0.073412698,0.01984127,0.307539683,0.212301587,0.075396825,0.031746032,0.031746032,0.057539683
text679,0.166123779,0.045602606,0.045602606,0.03257329,0.094462541,0.052117264,0.055374593,0.429967427,0.055374593,0.022801303
text881,0.165467626,0.033573141,0.052757794,0.047961631,0.1558753,0.196642686,0.117505995,0.112709832,0.071942446,0.045563549
text215,0.165109034,0.056074766,0.22741433,0.037383178,0.090342679,0.07788162,0.07788162,0.046728972,0.146417445,0.074766355
text1343,0.163865546,0.382352941,0.132352941,0.014705882,0.054621849,0.050420168,0.069327731,0.069327731,0.039915966,0.023109244
text888,0.162561576,0.027093596,0.147783251,0.024630542,0.078817734,0.039408867,0.268472906,0.061576355,0.115763547,0.073891626
text418,0.161643836,0.030136986,0.02739726,0.084931507,0.073972603,0.02739726,0.123287671,0.191780822,0.021917808,0.257534247
text1152,0.161157025,0.070247934,0.064049587,0.018595041,0.435950413,0.024793388,0.119834711,0.035123967,0.059917355,0.010330579
text1223,0.16112532,0.028132992,0.015345269,0.025575448,0.081841432,0.025575448,0.015345269,0.020460358,0.025575448,0.601023018
text1184,0.161120841,0.014010508,0.019264448,0.036777583,0.085814361,0.050788091,0.050788091,0.038528897,0.050788091,0.492119089
text118,0.159663866,0.330532213,0.100840336,0.028011204,0.086834734,0.042016807,0.100840336,0.033613445,0.058823529,0.058823529
text338,0.158959538,0.167630058,0.023121387,0.427745665,0.057803468,0.026011561,0.043352601,0.028901734,0.020231214,0.046242775
text779,0.158844765,0.064981949,0.054151625,0.028880866,0.068592058,0.061371841,0.368231047,0.072202166,0.079422383,0.0433213
text123,0.158256881,0.032110092,0.029816514,0.055045872,0.032110092,0.041284404,0.043577982,0.048165138,0.066513761,0.493119266
